"staff_id","name","gender","rank","position","hotel_id","original_salary","absent days","final_salary"
"283","Morgan Archbold","Male","senior","staff","14","10000","3","10000"
"284","Morris Archdeacon","Male","senior","staff","14","10000","3","10000"
"285","Morton Archer","Male","senior","staff","14","10000","3","10000"
"286","Murray Archey","Male","senior","staff","14","10000","3","10000"
"287","Nathaniel, Nathan Arden","Male","senior","staff","14","10000","3","10000"
"288","Neal Arendale","Male","senior","staff","14","10000","3","10000"
"289","Neville Arendall","Male","senior","staff","14","10000","3","10000"
"290","Nicholas Arey","Male","assistant","staff","14","10000","3","10000"
"291","Nigel Arford","Male","assistant","staff","14","10000","3","10000"
"292","Noel Argent","Male","assistant","staff","15","10000","3","10000"
"293","Norman Arington","Male","senior","staff","15","10000","3","10000"
"294","Norris Arkell","Male","senior","staff","15","10000","3","10000"
"295","Olaf Arkwright","Male","senior","staff","15","10000","3","10000"
"296","Olin Arledge","Male","senior","staff","15","10000","3","10000"
"297","Oliver Arling","Male","senior","staff","15","10000","3","10000"
"298","Orson Arlington","Male","senior","manager","15","10000","3","10000"
"299","Oscar Cobbs","Male","senior","staff","15","10000","3","10000"
"300","Oswald Cobern","Male","senior","staff","15","10000","3","10000"
"301","Otis Cobey","Male","senior","staff","15","10000","3","10000"
"302","Owen Coble","Male","senior","staff","15","10000","3","10000"
"303","Paul Cobleigh","Male","senior","staff","15","10000","3","10000"
"304","Paxton Cobler","Male","senior","staff","15","10000","3","10000"
"305","Percival, Percy Coburn","Male","senior","staff","15","10000","3","10000"
"306","Perry Coby","Male","senior","staff","15","10000","3","10000"
"307","Peter Cockayne","Male","senior","staff","15","10000","3","10000"
"308","Peyton Cockburn","Male","senior","staff","15","10000","3","10000"
"309","Philbert Cockcroft","Male","senior","staff","16","10000","3","10000"
"310","Philip Cocke","Male","senior","staff","16","10000","3","10000"
"311","Phineas Cocker","Male","senior","staff","16","10000","3","10000"
"312","Pierce Cockerell","Male","senior","staff","16","10000","3","10000"
"313","Quade Cockerham","Male","senior","staff","16","10000","3","10000"
"314","Quenby Cockerill","Male","senior","staff","16","10000","3","10000"
"315","Quentin Cockfield","Male","senior","staff","16","10000","3","10000"
"316","Quillan Cockett","Male","senior","manager","16","10000","3","10000"
"317","Quimby Cockey","Male","senior","staff","16","10000","3","10000"
"318","Quinby Cocking","Male","senior","staff","16","10000","3","10000"
"319","Quincy Cocklin","Male","senior","staff","16","10000","3","10000"
"320","Quinlan Cockman","Male","senior","staff","16","10000","3","10000"
"321","Quinn Cockrell","Male","senior","staff","16","10000","3","10000"
"322","Ralph Cockrill","Male","senior","staff","16","10000","3","10000"
"323","Ramsey Cockroft","Male","officer","region manager","16","10000","3","10000"
"324","Randolph Cocks","Male","senior","staff","16","10000","3","10000"
"325","Raymond Codd","Male","senior","staff","16","10000","3","10000"
"326","Reginald Coddington","Male","senior","staff","16","10000","3","10000"
"327","Renfred Code","Male","senior","staff","16","10000","3","10000"
"328","Rex Codling","Male","senior","staff","16","10000","3","10000"
"329","Rhett Codner","Male","senior","staff","16","10000","3","10000"
"330","Richard Codrington","Male","senior","staff","17","10000","3","10000"
"331","Ridley Coe","Male","senior","staff","17","10000","3","10000"
"332","Riley Coey","Male","senior","staff","17","10000","3","10000"
"333","Robert, Robin Coffer","Male","assistant","staff","17","10000","3","10000"
"334","Roderick Coffield","Male","expert","staff","17","10000","3","10000"
"335","Rodney Coffin","Male","expert","manager","17","10000","3","10000"
"336","Roger Coffing","Male","senior","staff","17","10000","3","10000"
"337","Roland Cofield","Male","senior","manager","17","10000","3","10000"
"338","Rolf Cogar","Male","senior","staff","17","10000","3","10000"
"339","Ronald Cogbill","Male","senior","staff","17","10000","3","10000"
"340","Rory Cogburn","Male","senior","staff","17","10000","3","10000"
"341","Ross Cogdell","Male","senior","staff","17","10000","3","10000"
"342","Roswell Cogdill","Male","senior","staff","17","10000","3","10000"
"343","Roy Cogger","Male","senior","manager","17","10000","3","10000"
"344","Royce Coggeshall","Male","assistant","staff","17","10000","3","10000"
"345","Rufus Coghill","Male","assistant","staff","17","10000","3","10000"
"346","Rupert Cogswell","Male","officer","manager","17","10000","3","10000"
"347","Russell Coiner","Male","assistant","staff","17","10000","3","10000"
"348","Ryan Coit","Male","assistant","staff","17","10000","3","10000"
"349","Holsey  Vance","Male","senior","manager","17","10000","3","10000"
"350","Holstead  Vaughan","Male","assistant","staff","17","10000","3","10000"
"351","Holston  Vernon","Male","assistant","staff","17","10000","3","10000"
"352","Holsworth  Victor","Male","assistant","staff","18","10000","3","10000"
"353","Holt  Vincent","Male","assistant","staff","18","10000","3","10000"
"354","Holtby  Wallace","Male","senior","manager","18","10000","3","10000"
"355","Holten  Walter","Male","assistant","staff","18","10000","3","10000"
"356","Holter  Walton","Male","assistant","staff","18","10000","3","10000"
"357","Holton  Ward","Male","assistant","staff","18","10000","3","10000"
"358","Holway  Warren","Male","assistant","staff","18","10000","3","10000"
"359","Holyfield  Washington","Male","senior","manager","18","10000","3","10000"
"360","Holyoak  Wayne","Male","assistant","staff","18","10000","3","10000"
"361","Holyoke  Wesley","Male","senior","staff","18","10000","3","10000"
"362","Homan  Wilbur","Male","assistant","staff","18","10000","3","10000"
"363","Homans  Willard","Male","assistant","staff","18","10000","3","10000"
"364","Home  William,","Male","assistant","manager","18","10000","3","10000"
"365","Homer  Willis","Male","assistant","staff","18","10000","3","10000"
"366","Homes  Winston","Male","expert","staff","18","10000","3","10000"
"367","Homewood  Winthrop","Male","assistant","staff","18","10000","3","10000"
"368","Homsey  Wyatt","Male","assistant","staff","18","10000","3","10000"
"369","Hone  Wylie","Male","assistant","manager","18","10000","3","10000"
"370","Honer  Wyman","Male","assistant","staff","18","10000","3","10000"
"371","Honey  Zachariah","Male","senior","staff","18","10000","3","10000"
"372","Honeycutt  Zachary","Male","assistant","staff","18","10000","3","10000"
"373","Honeyman  Zebadiah","Male","assistant","staff","19","10000","3","10000"
"374","Honeywell  Zane","Male","assistant","manager","19","10000","3","10000"
"375","Honn  Zebediah","Male","assistant","staff","19","10000","3","10000"
"376","Honor  Paul","Male","senior","staff","19","10000","3","10000"
"377","Honour  Paxton","Male","assistant","staff","19","10000","3","10000"
"378","Hoo  Percival,","Male","assistant","staff","19","10000","3","10000"
"379","Hood  Perry","Male","assistant","manager","19","10000","3","10000"
"380","Hooe  Peter","Male","assistant","staff","19","10000","3","10000"
"381","Hoof  Peyton","Male","expert","staff","19","10000","3","10000"
"382","Hook  Philbert","Male","assistant","staff","19","10000","3","10000"
"383","Hooke  Philip","Male","assistant","staff","19","10000","3","10000"
"384","Hooker  Phineas","Male","assistant","manager","19","10000","3","10000"
"385","Hooks  Pierce","Male","assistant","staff","19","10000","3","10000"
"386","Hoole  Quade","Male","senior","staff","19","10000","3","10000"
"387","Hooley  Quenby","Male","assistant","staff","19","10000","3","10000"
"388","Hooper  Quillan","Male","assistant","staff","20","10000","3","10000"
"389","Hoople  Quimby","Male","assistant","manager","20","10000","3","10000"
"390","Hoose  Quentin","Male","assistant","staff","20","10000","3","10000"
"391","Hoosier  Quinby","Male","senior","staff","20","10000","3","10000"
"392","Hooton  Quincy","Male","assistant","staff","20","10000","3","10000"
"393","Hope  Quinlan","Male","assistant","staff","20","10000","3","10000"
"394","Hopes  Quinn","Male","assistant","manager","20","10000","3","10000"
"395","Hopewell  Ralph","Male","assistant","staff","20","10000","3","10000"
"396","Hopgood  Ramsey","Male","expert","staff","20","10000","3","10000"
"397","Hopkin  Randolph","Male","assistant","staff","20","10000","3","10000"
"398","Hopkins  Raymond","Male","assistant","staff","20","10000","3","10000"
"399","Hopkinson  Reginald","Male","assistant","manager","20","10000","3","10000"
